Id,YearBuilt,YearRemodAdd,YrSold,Time_Grg,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,SalePrice,LotShape,LandSlope,HouseStyle,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,HeatingQC,KitchenQual,FireplaceQu,GarageQual,GarageCond,PoolQC,Fence,MSZoning,Street,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,Heating,CentralAir,Functional,PavedDrive,SaleType,SaleCondition,Alley,BsmtFinType1,BsmtFinType2,GarageType,GarageFinish,MiscFeature,MasVnrType,Electrical,MSSubClass
864,1959,1959,2009,50,70.0,7931,0.0,1148,0,0,1148,1148,0,0,1148,1,0,1,0,3,1,6,0,1,672,0,0,0,0,0,0,0,7,132500,Reg,Gtl,1Story,5,5,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,GdPrv,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Hip,CompShg,BrkFace,Plywood,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,Attchd,Unf,NA,None,SBrkr,20
865,2007,2008,2008,0,72.0,8640,0.0,0,0,1372,1372,1372,0,0,1372,0,0,2,0,3,1,6,0,2,529,0,140,0,0,0,0,0,5,250580,Reg,Gtl,1Story,7,5,Gd,TA,Ex,TA,No,Ex,Gd,NA,TA,TA,NA,NA,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,NA,Unf,Unf,Attchd,Fin,NA,None,SBrkr,20
866,1970,1970,2009,36,68.0,8750,76.0,828,0,174,1002,1002,0,0,1002,1,0,1,0,3,1,5,0,2,902,0,0,0,0,0,0,0,8,148500,IR1,Gtl,1Story,5,6,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,Detchd,Unf,NA,BrkFace,SBrkr,20
867,2006,2007,2007,0,67.0,10656,274.0,0,0,1638,1638,1646,0,0,1646,0,0,2,0,3,1,6,1,3,870,192,80,0,0,0,0,0,11,248900,IR1,Gtl,1Story,8,5,Gd,TA,Gd,TA,Av,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,HLS,AllPub,Inside,Timber,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,NA,Unf,Unf,Attchd,RFn,NA,Stone,SBrkr,20
868,1961,1961,2007,46,85.0,6970,0.0,932,0,108,1040,1120,0,0,1120,1,0,1,1,3,1,5,0,2,544,168,0,0,0,0,0,400,5,129000,Reg,Gtl,1Story,4,5,TA,TA,TA,TA,No,TA,Fa,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Attchd,RFn,Shed,None,SBrkr,20
869,1948,1950,2006,27,100.6,14762,0.0,0,0,0,0,1547,720,53,2320,0,0,2,0,2,1,7,1,2,672,120,144,0,0,0,0,0,5,169000,IR2,Gtl,2Story,5,6,TA,TA,NA,NA,NA,Gd,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,Gilbert,Feedr,Norm,1Fam,Gable,CompShg,Plywood,Plywood,Slab,GasA,Y,Typ,P,WD,Normal,NA,NA,NA,Attchd,Unf,NA,None,SBrkr,60
870,1993,1994,2010,17,80.0,9938,246.0,750,0,300,1050,1062,887,0,1949,1,0,2,1,3,1,8,1,2,574,156,90,0,0,0,0,0,6,236000,Reg,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,TA,TA,TA,NA,GdPrv,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,BrkFace,SBrkr,60
871,1962,1962,2009,47,60.0,6600,0.0,0,0,894,894,894,0,0,894,0,0,1,0,2,1,5,0,1,308,0,0,0,0,0,0,0,8,109500,Reg,Gtl,1Story,5,5,TA,TA,TA,TA,No,Gd,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,PosN,Norm,1Fam,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,N,Typ,Y,WD,Normal,NA,Unf,Unf,Detchd,Unf,NA,None,SBrkr,20
872,1998,1998,2010,12,70.0,8750,116.0,505,0,299,804,804,878,0,1682,0,0,2,1,3,1,7,0,2,523,0,77,0,0,0,0,0,6,200500,Reg,Gtl,2Story,6,5,TA,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,60
873,1953,1996,2008,55,74.0,8892,0.0,0,0,105,105,910,0,0,910,0,0,1,0,3,1,5,0,2,414,196,0,150,0,0,0,0,10,116000,Reg,Gtl,1Story,5,7,Gd,TA,TA,TA,Av,Gd,Gd,NA,TA,TA,NA,GdWo,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,Gable,CompShg,WdShing,Wd Shng,Stone,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,Unf,NA,None,SBrkr,20
874,1949,1950,2009,60,60.0,12144,0.0,375,0,457,832,1036,0,232,1268,0,0,1,0,3,1,6,1,1,288,0,28,0,0,0,0,0,9,133000,Reg,Gtl,1Story,5,7,Gd,TA,TA,TA,No,Gd,TA,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Rec,Unf,Attchd,Unf,Othr,None,SBrkr,40
875,1941,1950,2009,68,52.0,5720,0.0,0,0,676,676,676,455,0,1131,0,0,1,1,3,1,5,0,1,200,26,0,0,0,0,0,0,8,66500,Reg,Gtl,1.5Fin,5,6,TA,TA,TA,TA,No,Ex,TA,NA,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Inside,OldTown,Artery,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,Y,Typ,Y,WD,Abnorml,NA,Unf,Unf,Detchd,Unf,NA,None,SBrkr,50
876,2007,2007,2007,0,75.0,9000,0.0,64,0,1120,1184,1184,1426,0,2610,0,0,2,1,4,1,11,1,2,550,208,364,0,0,0,0,0,8,303477,Reg,Gtl,2Story,8,5,Gd,TA,Gd,TA,Av,Ex,Ex,Gd,TA,TA,NA,NA,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,Gable,CompShg,CemntBd,CmentBd,PConc,GasA,Y,Typ,Y,New,Partial,NA,GLQ,Unf,BuiltIn,Fin,NA,None,SBrkr,60
877,1963,1963,2007,44,94.0,25286,0.0,633,0,431,1064,1040,0,0,1040,1,0,1,0,3,1,5,0,2,648,0,0,0,0,0,0,0,1,132250,Reg,Mod,1Story,4,5,TA,TA,TA,TA,Gd,Gd,TA,NA,TA,TA,NA,NA,RL,Pave,HLS,AllPub,Inside,Mitchel,Norm,Norm,1Fam,Gable,CompShg,HdBoard,Plywood,PConc,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Attchd,Unf,NA,None,SBrkr,20
878,2004,2005,2009,5,74.0,8834,216.0,1170,0,292,1462,1462,762,0,2224,1,0,2,1,4,1,10,1,3,738,184,0,0,0,0,0,0,6,350000,Reg,Gtl,2Story,9,5,Gd,TA,Ex,TA,No,Ex,Ex,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,Stone,SBrkr,60
879,1961,1995,2010,23,88.0,11782,0.0,899,0,210,1109,1155,0,0,1155,1,0,1,0,3,1,6,0,2,576,192,0,0,0,0,0,400,6,148000,IR1,Gtl,SFoyer,5,7,TA,TA,TA,TA,Av,TA,Gd,NA,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Min2,Y,WD,Normal,NA,ALQ,Unf,Detchd,Unf,Shed,None,SBrkr,85
880,1978,2005,2009,31,63.4,7000,90.0,646,0,218,864,864,0,0,864,1,0,1,0,3,1,6,0,1,336,0,0,0,0,0,0,0,7,136500,IR1,Gtl,1Story,5,8,Gd,Gd,TA,TA,No,Ex,TA,NA,TA,TA,NA,GdWo,RL,Pave,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Attchd,Unf,NA,BrkFace,SBrkr,20
881,2005,2006,2007,2,60.0,7024,0.0,980,0,110,1090,1090,0,0,1090,1,0,1,1,2,1,5,0,2,450,0,49,0,0,0,0,0,6,157000,Reg,Gtl,1Story,5,5,TA,TA,Ex,Gd,No,Gd,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Attchd,Fin,NA,None,SBrkr,20
882,1990,1991,2007,17,44.0,13758,117.0,902,0,254,1156,1187,530,0,1717,0,0,2,1,3,1,7,1,2,400,168,36,0,0,0,0,0,4,187500,IR1,Gtl,1.5Fin,7,5,Gd,Gd,Gd,TA,Mn,Ex,Gd,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,CulDSac,Timber,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,LwQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,50
883,1992,1993,2009,16,69.2,9636,0.0,0,0,808,808,808,785,0,1593,0,0,2,1,3,1,7,1,2,389,342,40,0,0,0,0,0,12,178000,IR1,Gtl,2Story,6,5,TA,TA,Gd,TA,No,Gd,TA,TA,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,BuiltIn,RFn,NA,None,SBrkr,60
884,1912,1950,2006,9,60.0,6204,0.0,0,0,795,795,954,795,481,2230,1,0,1,0,5,1,10,0,1,440,0,188,0,0,0,0,0,3,118500,Reg,Gtl,2.5Fin,4,5,Gd,TA,TA,Fa,No,TA,TA,NA,TA,Gd,NA,NA,RL,Pave,Bnk,AllPub,Inside,SWISU,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,N,Typ,Y,WD,Normal,NA,Unf,Unf,Detchd,Unf,NA,None,SBrkr,75
885,1967,1967,2009,42,65.0,7150,60.0,432,0,460,892,892,0,0,892,0,0,1,0,3,1,5,0,1,288,0,0,0,0,0,0,0,7,100000,Reg,Gtl,1Story,5,5,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,GdWo,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
886,1999,2000,2008,9,50.0,5119,60.0,1238,0,460,1698,1709,0,0,1709,1,0,2,0,2,1,5,1,2,506,97,65,0,0,0,0,0,1,328900,IR1,Gtl,1Story,9,5,Gd,TA,Ex,TA,Av,Ex,Gd,TA,TA,TA,NA,NA,FV,Pave,Lvl,AllPub,CulDSac,Somerst,Norm,Norm,TwnhsE,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,Y,Typ,Y,CWD,Abnorml,NA,GLQ,Unf,Attchd,Fin,NA,BrkFace,SBrkr,120
887,1959,2005,2006,1,70.0,8393,122.0,528,0,1098,1626,1712,0,0,1712,0,0,2,0,4,2,8,0,2,588,272,54,0,0,0,0,0,6,145000,Reg,Gtl,1Story,5,5,TA,TA,TA,TA,No,Ex,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,Duplex,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Family,NA,LwQ,Unf,Attchd,Fin,NA,BrkFace,SBrkr,90
888,1955,1955,2008,53,59.0,16466,0.0,0,0,816,816,872,521,0,1393,0,0,1,1,3,1,8,0,1,300,121,0,0,0,265,0,0,4,135500,IR1,Gtl,1.5Fin,5,7,TA,Gd,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,Unf,NA,None,SBrkr,50
889,1970,1970,2007,37,95.0,15865,0.0,351,823,1043,2217,2217,0,0,2217,1,0,2,0,4,1,8,1,2,621,81,207,0,0,224,0,0,10,268000,IR1,Mod,1Story,8,6,Gd,Gd,TA,Gd,Gd,Ex,Gd,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Flat,Tar&Grv,Wd Sdng,Wd Sdng,PConc,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Rec,Attchd,Unf,NA,None,SBrkr,20
890,1953,1953,2009,56,128.0,12160,90.0,1024,0,481,1505,1505,0,0,1505,1,0,1,0,2,1,6,1,2,505,0,0,0,162,0,0,0,2,149500,Reg,Gtl,1Story,6,4,TA,TA,TA,TA,No,Ex,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Feedr,Norm,1Fam,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
891,1949,2006,2007,4,60.0,8064,0.0,0,0,672,672,672,252,0,924,0,0,1,0,3,1,6,1,2,576,0,0,0,0,0,0,2000,7,122900,Reg,Gtl,1.5Fin,5,7,TA,Gd,TA,TA,Mn,Ex,TA,Po,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,Corner,NAmes,Artery,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Detchd,Unf,Shed,None,SBrkr,50
892,1978,1978,2009,31,70.0,11184,92.0,226,500,192,918,918,765,0,1683,0,0,2,1,3,1,7,1,2,440,243,0,0,0,0,0,0,7,172500,Reg,Gtl,2Story,6,5,TA,TA,TA,TA,No,Gd,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,LwQ,Rec,Attchd,RFn,NA,BrkFace,SBrkr,60
893,1963,2003,2006,43,70.0,8414,0.0,663,0,396,1059,1068,0,0,1068,0,1,1,0,3,1,6,0,1,264,192,0,0,0,0,0,0,2,154500,Reg,Gtl,1Story,6,8,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,None,SBrkr,20
894,1954,1954,2008,54,96.6,13284,0.0,1064,0,319,1383,1383,0,0,1383,1,0,1,0,3,1,6,1,1,354,511,116,0,0,0,0,0,6,165000,Reg,Gtl,1Story,5,5,TA,TA,Gd,TA,Mn,TA,TA,Gd,TA,TA,NA,GdPrv,RL,Pave,Lvl,AllPub,Inside,Sawyer,PosN,Norm,1Fam,Gable,CompShg,Wd Sdng,Plywood,PConc,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,Attchd,Unf,NA,None,SBrkr,20
895,1979,1979,2009,30,64.0,7018,0.0,0,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,2,400,0,0,0,0,0,0,0,6,118858,Reg,Gtl,1Story,5,5,TA,TA,NA,NA,NA,TA,TA,NA,TA,TA,NA,NA,RL,Pave,Bnk,AllPub,Inside,SawyerW,Norm,Norm,Duplex,Gable,CompShg,Plywood,Plywood,Slab,GasA,Y,Typ,Y,WD,Alloca,NA,NA,NA,Attchd,Unf,NA,None,SBrkr,90
896,1963,1963,2008,45,71.0,7056,415.0,400,0,380,780,983,813,0,1796,1,0,1,1,4,1,8,1,2,483,0,50,0,0,0,0,0,10,140000,Reg,Gtl,2Story,6,5,TA,TA,TA,TA,No,TA,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,60
897,1936,1950,2006,70,50.0,8765,0.0,285,0,666,951,951,0,0,951,0,0,1,0,2,1,6,0,1,327,0,28,0,0,0,0,0,4,106500,Reg,Gtl,1Story,4,6,TA,TA,TA,TA,No,Ex,TA,NA,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,N,Typ,Y,WD,Abnorml,Grvl,ALQ,Unf,Detchd,Unf,NA,None,SBrkr,30
898,1979,1979,2009,30,64.0,7018,0.0,0,0,0,0,1120,1120,0,2240,0,0,2,0,6,2,12,0,2,528,154,0,0,0,0,0,0,6,142953,Reg,Gtl,2Story,5,5,TA,TA,NA,NA,NA,TA,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,SawyerW,Feedr,Norm,Duplex,Gable,CompShg,Plywood,Plywood,Slab,GasA,Y,Typ,Y,WD,Alloca,NA,NA,NA,Detchd,Unf,NA,None,SBrkr,90
899,2009,2010,2010,1,100.0,12919,760.0,2188,0,142,2330,2364,0,0,2364,1,0,2,1,2,1,11,2,3,820,0,67,0,0,0,0,0,3,611657,IR1,Gtl,1Story,9,5,Ex,TA,Ex,TA,Gd,Ex,Ex,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,NA,GLQ,Unf,Attchd,Fin,NA,Stone,SBrkr,20
900,1961,1994,2006,45,65.0,6993,0.0,465,0,447,912,1236,0,0,1236,0,0,1,0,3,1,6,1,1,288,0,0,0,0,0,0,0,6,135000,Reg,Gtl,1Story,5,7,TA,TA,TA,TA,No,TA,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,Gable,CompShg,HdBoard,Plywood,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,Attchd,Unf,NA,None,SBrkr,20
901,1971,1971,2007,28,65.0,7340,0.0,322,0,536,858,858,0,0,858,0,0,1,0,2,1,4,0,1,684,0,0,0,0,0,0,0,6,110000,IR1,Gtl,1Story,4,6,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Detchd,Unf,NA,None,SBrkr,20
902,1957,2000,2009,41,64.0,8712,0.0,860,0,132,992,1306,0,0,1306,1,0,1,0,2,1,5,0,1,756,0,0,0,0,0,0,0,5,153000,IR1,Gtl,1Story,5,7,TA,Gd,TA,TA,Mn,TA,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,Detchd,Unf,NA,None,SBrkr,20
903,2003,2003,2006,3,63.0,7875,0.0,0,0,783,783,807,702,0,1509,0,0,2,1,3,1,8,1,2,393,0,75,0,0,0,0,0,7,180000,Reg,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,Fin,NA,None,SBrkr,60
904,2006,2006,2006,0,50.0,14859,27.0,0,0,1670,1670,1670,0,0,1670,0,0,2,0,3,1,7,1,3,690,144,60,0,0,0,0,0,8,240000,IR1,Gtl,1Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,HLS,AllPub,CulDSac,Gilbert,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,NA,Unf,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
905,1967,1967,2007,40,62.0,6173,75.0,599,0,277,876,902,0,0,902,0,0,1,0,3,1,6,0,1,288,0,0,0,0,0,0,0,8,125500,IR1,Gtl,1Story,5,6,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,Gable,CompShg,HdBoard,Wd Sdng,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Unf,NA,BrkFace,SBrkr,20
906,1954,1954,2010,56,80.0,9920,110.0,354,290,412,1056,1063,0,0,1063,1,0,1,0,3,1,6,0,1,280,0,0,164,0,0,0,0,2,128000,Reg,Gtl,1Story,5,5,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Rec,LwQ,Attchd,RFn,NA,Stone,SBrkr,20
907,2006,2006,2007,1,116.0,13501,208.0,63,0,1560,1623,1636,0,0,1636,1,0,2,0,3,1,8,1,3,865,0,60,0,0,0,0,0,6,255000,IR1,Gtl,1Story,8,5,Gd,TA,Gd,TA,No,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,Somerst,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,Stone,SBrkr,20
908,1936,1987,2006,70,86.0,11500,0.0,223,0,794,1017,1020,1037,0,2057,0,0,1,1,3,1,6,1,1,180,0,0,0,0,322,0,0,6,250000,IR1,Gtl,1.5Fin,7,7,Gd,TA,Gd,TA,No,Gd,Gd,Gd,Fa,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,Gable,CompShg,BrkFace,BrkFace,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Rec,Unf,Attchd,Fin,NA,None,SBrkr,50
909,1983,1983,2006,23,64.4,8885,0.0,301,324,239,864,902,0,0,902,1,0,1,0,2,1,5,0,2,484,164,0,0,0,0,0,0,6,131000,IR1,Mod,1Story,5,5,TA,TA,Gd,TA,Av,TA,TA,NA,TA,TA,NA,MnPrv,RL,Pave,Low,AllPub,Inside,Mitchel,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,ALQ,Attchd,Unf,NA,None,SBrkr,20
910,2005,2005,2009,4,149.0,12589,0.0,0,0,742,742,742,742,0,1484,0,0,2,1,3,1,8,1,2,390,36,24,0,0,0,0,0,6,174000,IR2,Gtl,2Story,6,5,Gd,TA,Gd,TA,No,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,Fin,NA,None,SBrkr,60
911,1960,1960,2010,50,80.0,11600,361.0,443,0,662,1105,1105,1169,0,2274,0,0,2,0,5,2,12,0,2,480,0,0,0,0,0,0,0,1,154300,Reg,Gtl,2Story,5,5,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,NAmes,Feedr,Norm,Duplex,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Rec,Unf,Detchd,Unf,NA,BrkFace,FuseA,90
912,1977,1989,2009,31,75.4,9286,0.0,196,0,1072,1268,1268,0,0,1268,0,0,1,1,3,1,5,0,1,252,173,0,0,0,0,0,0,10,143500,IR1,Mod,1Story,5,7,TA,TA,Gd,Gd,Av,TA,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,Gable,CompShg,HdBoard,Plywood,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Detchd,Unf,NA,None,SBrkr,20
913,1925,1950,2006,81,51.0,6120,0.0,489,0,279,768,1015,0,0,1015,0,0,1,0,3,1,6,0,1,450,0,0,112,0,120,0,620,7,88000,Reg,Gtl,1Story,5,7,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,MnPrv,RM,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,N,Min1,Y,WD,Abnorml,NA,Rec,Unf,Detchd,Unf,Shed,None,SBrkr,30
914,1949,1950,2007,58,82.0,6270,0.0,284,0,717,1001,1001,1001,0,2002,0,0,2,0,4,2,8,0,3,871,0,0,0,0,0,0,0,8,145000,Reg,Gtl,2Story,5,6,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RH,Pave,HLS,AllPub,Inside,Crawfor,Norm,Norm,Duplex,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,N,Typ,Y,WD,Normal,NA,BLQ,Unf,2Types,Unf,NA,None,FuseA,90
